                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.92794,                0.49258,                 0.9104,                0.93207,                0.94571,                0.95613,                0.57933,                 1.1171,                0.47285,                0.99362,             0.00024064,             0.00024064,             0.00024064
                     87,                0.93329,                0.48557,                0.90934,                 0.9658,                0.93293,                0.95752,                0.57995,                 1.1036,                0.47211,                 0.9889,              0.0002265,              0.0002265,              0.0002265
                     88,                0.91771,                 0.4818,                0.91505,                0.96829,                0.93107,                0.95524,                 0.5817,                  1.154,                0.46495,                0.99931,             0.00021235,             0.00021235,             0.00021235
                     89,                0.93648,                0.49228,                0.92282,                0.96141,                0.93513,                0.95241,                 0.5753,                 1.1437,                0.47501,                0.99635,              0.0001982,              0.0001982,              0.0001982
                     90,                0.93101,                0.48236,                0.91096,                0.94541,                0.93672,                0.95953,                0.58324,                 1.1731,                0.48265,                0.99746,             0.00018406,             0.00018406,             0.00018406
                     91,                0.89637,                0.47685,                0.93255,                0.93286,                0.94171,                0.96038,                0.58308,                 1.1493,                0.48181,                0.99163,             0.00016991,             0.00016991,             0.00016991
                     92,                0.85801,                0.46885,                0.90205,                0.96356,                0.91939,                0.95661,                0.56977,                   1.19,                0.48681,                 0.9987,             0.00015576,             0.00015576,             0.00015576
                     93,                0.89616,                0.46775,                0.91799,                0.94442,                0.93896,                0.95491,                0.56812,                 1.1759,                0.49324,                0.99727,             0.00014161,             0.00014161,             0.00014161
                     94,                  0.833,                0.44615,                0.90293,                0.94609,                0.93683,                 0.9526,                0.56897,                 1.1568,                0.49174,                0.99547,             0.00012747,             0.00012747,             0.00012747
                     95,                0.83813,                0.44095,                0.90447,                0.94212,                0.93813,                0.95776,                0.56748,                 1.1758,                0.49116,                 1.0026,             0.00011332,             0.00011332,             0.00011332
                     96,                 0.8494,                0.44876,                0.90613,                0.94006,                0.93973,                0.95557,                0.57451,                  1.133,                0.47905,                0.99391,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.81803,                  0.444,                0.91103,                0.94967,                0.93961,                0.95651,                0.58066,                 1.1304,                0.47433,                0.99313,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                 0.8163,                0.43296,                0.89546,                0.95059,                0.94145,                0.95704,                0.58154,                 1.1484,                0.47708,                0.99562,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.79671,                 0.4688,                0.88823,                0.95904,                0.94054,                0.95646,                0.57652,                 1.1322,                 0.4668,                0.99312,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.83448,                0.47343,                0.91219,                0.96022,                0.93983,                0.95623,                0.57643,                 1.1342,                0.47081,                0.99488,             4.2584e-05,             4.2584e-05,             4.2584e-05
